"TeBS_k_latosa" "TeBS_ks_max" "TeBS_wooddens" "TeBS_psi50_xylem" "TeBS_sla" "TeBS_isohydricity" "TeBS_delta_psi_max" "broadleaved_gmin"
82032.0814846472 31.3753151193197 521.240798399085 -10.3679447614022 40.8773590809917 0.720200643478893 1.19168214336969 0.47024510668125
23756.3306153852 117.52225073894 773.653208590113 -17.2677877258888 126.957285196496 -0.266640492295846 0.628931236313656 0.64874611441046
34697.9128540646 89.6688956574094 780.10751987691 -12.0114234570525 123.022272484351 0.681933039356954 0.808949127467349 0.569776650355198
25392.3955298276 94.0454114835528 619.902857313864 -2.13360307049806 110.892005838378 0.867030659224838 1.55090282089077 0.739459293615073
15842.7732844522 174.998570297031 388.948458529776 -8.66895636117997 90.8483174018653 0.860985677666031 1.3723405865021 0.337827996653505
45058.1107391584 151.124545927477 195.207477313234 -18.2452293441896 98.261071714857 -0.144733509025536 1.41362029099837 0.488318480970338
44969.7368246139 95.9679432193133 389.289611284621 -11.5776651620538 141.409091600757 0.969153746496886 0.752244078461081 0.620247152121738
40144.8268856592 109.484644682655 633.031349881785 -16.7057456361064 81.7908365850108 0.883067818940617 0.429515182087198 0.312661590590142
16879.6738498759 50.9462880284637 749.676836727886 -13.6505906101355 159.690150325837 0.0366956100333482 1.63557547181845 0.403474196745083
15413.3843571758 15.9677408540134 740.489699274767 -5.40455275004544 13.357623460211 0.855653220484965 0.930028591118753 0.61690253817942
25543.802815323 82.1963173818634 672.557057600934 -11.809010424038 91.5245910861204 0.78293284967076 1.08157774694264 0.753031370183453
50585.8366352452 2.79220103071956 213.815942280926 -6.99049414813686 32.635935745597 0.271070800372399 0.539339785976335 0.547947904397734
29085.0121730121 182.180188481934 101.971061064396 -9.55813740799458 49.8394185686796 -0.200223168171942 0.329659752268344 0.388634417625144
92715.1145333897 208.449586907063 421.816651585978 -3.76441499468611 137.323100534667 0.826000179024413 0.596678787842393 0.677341434825212
5417.69039611751 148.871277352811 504.843059795676 -7.96509712931015 35.1636001359843 0.120760198961943 0.745763775287196 0.309871515794657
48031.1530916487 173.61718439561 136.982075689593 -15.6128212785766 95.8285361822915 0.00172144554089759 1.11562382355332 0.609922394226305
86382.4905739802 187.302540800711 773.413225003751 -1.34420856611671 65.8734612839492 0.776126561732963 0.371820810250938 0.584270170610398
13595.7406786664 113.294677466864 186.243638268206 -17.8166962384437 51.303587575459 0.989023585105315 0.649798646848649 0.375683871982619
60797.6933468753 116.633641776792 751.522165649803 -17.1935558677484 78.0820673465684 -0.000819291383959309 0.32056571948342 0.32574600558728
22694.5070823407 58.0813180077515 160.192429249873 -3.12915098399469 121.618349469981 -0.18454123956617 0.605858057318255 0.32095170179382
14201.2767033586 138.445196544867 558.740994929103 -10.9725197279555 159.139852417359 0.52575170493219 1.03304985542782 0.388371786172502
81478.2271574971 51.151663518431 649.111235934542 -5.44247254520214 27.3167289487643 0.813516225432977 0.761811478156596 0.422437147889286
96716.3685318625 60.5643723691819 634.636805537157 -5.09446961787159 23.0050862342201 -0.0608756322646513 1.33804743392393 0.694655419746414
40748.7432452439 150.325370096116 566.06488134712 -0.408611686443738 95.4815574402784 0.357117304182611 1.63777973824181 0.386812645080499
71996.6685190874 152.792961653506 151.171097275801 -0.902768055878408 24.245876707218 0.162228777050041 0.61248148852028 0.78470982152503
10686.6815185086 36.3721164148854 699.219608213753 -16.1762558196855 34.6638601954544 0.771844649361447 1.66763654518872 0.545617643697187
41770.8221665323 64.3531119186248 525.381388152018 -6.42198271502649 57.0996342815652 0.328847566479817 0.428729998739436 0.498199676233344
29989.2758708959 77.7057318389064 688.126609217143 -18.2018391512017 44.9303841865171 0.00148680571001025 1.3313043277245 0.554929786897264
88072.0247125082 16.3584175496979 191.596527444199 -9.59979857771132 118.138079763138 0.0512124631088227 0.683007576083764 0.717193989735097
48710.2124503022 149.773013681184 72.6595089584589 -4.06523407861314 113.945890290702 0.769891551113687 0.687044544797391 0.328049849439412
87580.0945591797 115.711736229263 305.98494978738 -11.7496341424521 129.805225796105 -0.266412870096974 0.384710847912356 0.342099942686036
87830.0712012555 28.5662986266154 265.913629748393 -1.13895840668695 46.3070380165542 0.227703156927601 0.619262398593128 0.766324235545471
85889.8251945713 204.575409265655 679.819710276788 -6.50170007378015 31.4443376136983 0.474844998377375 1.36256176433526 0.779114811867476
47776.5287954529 118.029784874403 760.577994075138 -10.7510947971686 76.5314940978138 0.387361548375338 0.782436394784599 0.498339597554877
81603.722504678 165.574433815746 160.204655322013 -3.1827629560632 90.6596472381874 0.587342180986889 1.30406077383086 0.5489852582803
68137.7121567233 178.278001181084 745.43651664746 -3.81639231090977 102.254481517236 0.360156779992394 0.584375723963603 0.500229592272081
76841.8258864192 184.393651075034 515.899291071109 -10.8574233186727 79.7911278957564 0.420683333999477 0.377452941983938 0.408865341870114
557.569130469067 168.108019505613 363.212449009297 -12.6785139480237 23.0701773236107 0.793612136179581 1.31762180123478 0.674323612893932
51591.4947481133 134.445576258563 561.017501044553 -8.28481963491926 144.230054178194 0.106263208342716 0.672807656787336 0.627258399571292
24155.293293184 132.08967268596 636.861461512744 -2.76238208809734 161.471638472881 -0.253267443622462 0.762379943113774 0.560226404177956
41324.3240387466 57.0250346416203 453.812296600081 -7.8964347422094 140.690622818605 0.760792278777808 1.49350004633889 0.404592993739061
66369.1654450653 6.32616574564194 358.908100244589 -6.79173520697587 139.129912944693 0.71214982625097 0.30781775242649 0.668177324300632
38312.0524987214 88.1946905972297 784.511190993944 -4.5177175225582 62.8453567648872 0.817193338694051 0.906575677730143 0.560033759404905
12438.5250160321 74.6670635535569 101.494227772346 -5.90168078611418 101.348196981236 -0.214564836514182 0.465731858368963 0.383504268783145
26681.8320610153 82.4138701068246 179.214662389131 -2.65855720326428 85.4861521041842 -0.288552045938559 1.0053147204686 0.57026559622027
72312.7889749843 36.1398573342608 584.145103815245 -17.0543641352953 8.14512262103265 0.469185138167813 1.66619570995681 0.488883067341521
45391.4382187813 67.1520593961046 607.200475553982 -7.44768185907614 121.583541602016 0.830499994545244 1.22644810285419 0.739411532715894
85229.0188271298 86.8700213120721 145.742664524587 -14.3288895446348 137.551933496317 0.280179451545701 1.53780442317948 0.734862600290217
11549.3367569598 159.470122923603 411.103566454258 -10.0635312674405 10.1028714163569 -0.251152493990958 1.32846245015971 0.442748007900082
47245.544675295 57.1260674785704 543.383524485398 -13.5262726913129 145.722916984173 0.233377758250572 1.00738608594984 0.450079426588491
106382.730921488 24.3076926880408 360.847648706986 -1.69566235976501 62.9680717413951 0.174781074537896 1.54059337023646 0.476851850585081
96501.9680760524 6.19951568711871 802.870541502489 -11.3667722012612 113.957588658229 0.319560279720463 0.993572751199826 0.531559196603484
95794.334125243 169.447338390808 570.638063370716 -8.27914880723827 117.451344439848 -0.126218917570077 1.39215424340218 0.574669902864844
19310.2404074558 100.847346650078 299.912250874331 -17.3120481021952 111.862762108285 0.323293133592233 1.0094712888822 0.539370350609534
14541.4415201956 169.319817590493 179.558098729467 -1.24335505272106 50.4738216826485 0.0436064992798493 0.41783589515835 0.707620217651129
70705.1267111225 16.6280329295416 289.432543149451 -5.1014079027994 50.8299641028748 0.336912823957391 1.06678814026527 0.390971550554968
37421.7185215186 24.2562425148513 135.414070315892 -9.95780372726558 78.7014066339607 0.877879566000775 0.801923115458339 0.785496659181081
71098.203625296 27.2122441524545 85.0222526059952 -15.4295326262852 10.0012041276511 0.351296547544189 1.05351055813953 0.618522501271218
34933.5991462159 155.147643929107 296.31006171694 -5.20230951154496 81.1930597185294 0.614558852859773 1.16630283291452 0.771598246600479
20668.9971534147 159.000408127235 618.116957121529 -7.36027876442864 96.7773008438965 -0.224716964014806 0.646043286612257 0.560208501131274
84594.5474058174 208.41591664381 780.26869816822 -17.6818795505688 39.9080752298108 0.596104192920029 0.939197395555675 0.715768320555799
10552.7595823142 131.171145247013 374.772983731236 -17.8263075768786 157.185437211845 0.738433858612552 0.442991741746664 0.785532399150543
50673.6280410698 60.6533752131254 454.065378409578 -10.3317460061835 27.9160989405876 -0.275488457735628 0.320523574436083 0.314257625793107
55482.1473846603 42.0134761583631 115.302197950659 -15.4459609542085 94.6266654198888 -0.252141056628898 0.434904027497396 0.387850829586387
64994.9730065243 168.200711563056 534.232145049609 -9.65960104513367 69.8143100319261 0.451168901799247 0.6138676173985 0.714131669793278
36272.1256854899 152.84105869841 328.293271467555 -0.513006847812296 21.8811332195195 0.727046617283486 0.502250630874187 0.612031044624746
53020.9917975674 45.6113927809085 381.412415831583 -14.6412433078103 60.7362247416145 0.655839343275875 1.48277611527592 0.687200661469251
103105.499391572 156.300316632224 783.007749078097 -5.53490322098551 162.661801703481 0.0490990347461775 0.881548614194617 0.683339816704392
52407.0435519595 182.002612640924 572.343872764613 -16.0208996217117 130.396042076491 0.74697635169141 1.08790625669062 0.421326021733694
96211.5962277408 111.194032642603 600.25559390313 -9.01784172249038 58.4173915121805 0.252412741095759 1.1199883276131 0.419582163752057
98801.2836867787 125.730149339685 192.119175202679 -3.37306827233675 152.741551253988 -0.0852202493231743 0.398608713643625 0.443030308536254
65935.2544468517 196.905284550193 216.688771405024 -16.4546851486023 116.790415906761 0.485261840280145 1.37873218799941 0.338240198744461
44643.4935932108 199.654031749282 718.029535377864 -3.53700521208915 81.7752621024935 0.773488462995738 1.11966830408201 0.342738069081679
16304.4913830999 138.72536201842 688.954281551996 -14.233266299611 132.702886150288 0.715236205630936 1.38148774830624 0.583478188561276
101044.107716501 15.2172905346844 601.867146636359 -17.0111000303512 107.429928006287 -0.194080030871555 0.911729538766667 0.547497307485901
32875.3985405716 173.536578304639 274.392211473314 -15.7677863974109 60.1676172441856 -0.208014121139422 1.18429286265746 0.437692276155576
7018.44435837935 100.725074645306 221.44321807893 -6.43309722089988 78.0300576075711 0.946648022951558 1.34882629201747 0.568053354229778
102380.14421936 82.1823953879817 433.141988103744 -6.18935276151989 98.3409448573697 -0.182619415712543 1.27269216398709 0.557003453094512
77961.4171078345 62.8438179978377 453.705842141062 -16.3411122666454 118.879313880382 -0.0240733720595017 1.67539090337232 0.31987689116504
15788.402800152 51.3349600919522 228.774699738715 -0.556775304931897 59.4051285135125 0.2709646708332 0.692706767795607 0.513784865336493
59543.7736521972 88.603255287855 633.514493259136 -16.0864103894263 96.4324930255198 0.711232935171574 0.390681228414178 0.32845021430403
103064.367407301 196.934226400026 83.2671415293589 -1.25982662261395 85.2068059112184 0.806830347166397 0.894890976557508 0.493396263872273
63435.4810923601 55.5712950933217 595.057029139716 -5.76194171564247 97.562894174925 0.512141074985266 0.729459951631725 0.584628936438821
43979.138580946 119.416695625651 691.461261373479 -8.23033166242162 144.916493663671 0.204453183012083 0.900903748860583 0.366827676491812
70145.1687959785 42.4906718449445 758.461698697647 -14.2268230898696 141.519938838942 -0.113118693907745 0.92274623112753 0.376118779252283
34874.186611019 40.521469434368 558.25827721972 -12.4644502755669 135.748247638258 0.846174645517021 1.20931684421375 0.450332648307085
33573.2552761376 150.919722057226 266.10695342999 -3.16263852719695 28.1929784843189 0.835864356299862 0.322863898100331 0.49119374838192
24117.5301272293 65.8662173634856 227.58392794407 -1.63823226200491 55.4527172163301 0.140210799663328 0.626220539584756 0.399734274437651
40214.0001653531 29.0963911438003 711.524537513033 -9.2110216768606 151.005747400328 0.367306852596812 0.982565865758806 0.721602376154624
106303.412863573 12.2241253030129 83.3058060228359 -2.26114806184129 150.823672598265 0.342116051679477 1.54438225738704 0.455242932378314
17068.6276784708 195.533680708331 698.269909673836 -5.69257377379574 104.468267523098 0.73146914835088 0.687147623719647 0.467543139192276
10278.5040088366 119.368249052125 455.330142363673 -10.9189427844435 129.596554093566 0.893939654924907 0.719740422442555 0.64166061563883
15746.7548910292 24.7670649080424 389.419712865492 -13.2214825654834 94.0657212028492 0.462268349388614 1.68223553560674 0.575277629145421
74672.7874710227 118.624249369063 758.814586115768 -0.85769710427315 8.53815922227292 0.770524512464181 0.94967632018961 0.36040440290235
67066.4168181252 113.472188192891 187.590044956887 -16.4927199836338 48.4256237954515 0.74967058300972 0.302466180874035 0.665488586830907
96323.8249644851 172.140541629939 347.197352084331 -6.13505076291793 79.4614920050161 0.0660448795882985 0.384026795532554 0.502174895792268
72844.2632375186 147.637576680121 167.84347810084 -3.5340991659361 72.0829941697739 0.361243179044686 1.60431519509293 0.365183524042368
79733.3327629664 119.244448556246 176.542202497367 -14.7875559433955 152.017456054807 0.0837982724187896 0.961811059433967 0.70645053028129
56517.4934170158 151.486093592198 568.953199303942 -7.74324454538578 105.943562298434 0.827910900278948 1.48059016438201 0.746503278217278
71429.3677800252 158.023187108808 483.776536120567 -15.8051793707169 2.3454679578936 0.627377608185634 1.46455426397733 0.76673170896247
88842.376286557 80.1234884364213 416.378089879872 -11.2589580417908 5.34864796346379 0.171056698122993 1.37640141635202 0.710216350108385
85023.2150996383 60.5106386741757 669.269625621382 -14.3659873256221 49.9224908666741 0.996139336540364 1.14493149351329 0.529025724926032
105830.662393706 111.672231403002 781.979456515983 -8.98291952352142 46.1907563996926 0.61130430214107 1.08170370487496 0.749242412927561
47733.5086829219 54.555289156872 448.980363612063 -6.31004773173659 135.470311060669 0.00872256213333461 1.03561295419931 0.459794914070517
34001.3790598569 174.682695170706 589.273463372374 -1.89845113037508 118.053485933375 0.541746055427939 0.634045599447563 0.467490329011343
44512.8883596886 85.1502012670983 199.75523495581 -12.6149965304835 111.546424705187 0.147137954318896 1.16277350252494 0.650173915387131
1615.71500618787 15.289799098514 329.450375597226 -14.2979069664886 63.9347984601359 0.740813953964971 1.51177973095328 0.335776662873104
20255.9887838593 200.291160880785 102.177578024566 -13.0402600119785 31.9772443433705 0.122536224662326 1.37010865462944 0.559943439043127
91091.8919699927 45.6399070814641 178.652508514933 -14.591210799275 36.2231953156457 0.0474715833785013 0.563027685368434 0.647690759808756
25342.5107206209 85.2050810249037 138.957430390874 -16.5266065545798 115.263362082152 -0.209284539544024 0.821314013795927 0.659900578157976
26195.9405889251 131.405319548945 273.710316714132 -13.8276963597048 44.3820439171627 0.441672581923194 1.35895679425448 0.665943863289431
8735.43650763285 131.979872644583 353.65040059085 -1.59847793681789 38.5761415738448 -0.294577905698679 0.422814148245379 0.776688318070956
26908.0543324186 68.9569899538414 537.448295857757 -17.7668528424392 97.5101362943023 0.0651721467729658 1.21895042220131 0.797231606626883
79201.9630821618 29.2054369366306 591.762388558127 -9.47036878608306 25.8880083741882 0.0641133581753821 1.30182946063578 0.489943518838845
91599.7507868425 192.081419555368 307.883647481212 -4.01986121896518 10.412416893455 0.763698137179017 1.50272548454814 0.77861883440055
53979.3574665358 125.83038852668 784.06156974961 -3.19684464852724 4.44297919204723 -0.147465395531617 0.593753896979615 0.592083027306944
42194.3446294924 157.427505912347 583.858563358663 -8.07537745284036 132.05065253331 0.0408139451406896 0.68556716684252 0.460503855557181
26986.0327779761 192.983738349968 185.003254646435 -14.3107050700765 131.147620268192 0.271002655336633 1.46949858237058 0.347570350696333
12434.3361147507 111.059582571791 339.951370016206 -7.96744981630099 4.62914432874409 0.94589980263263 0.692874148441479 0.378510453575291
42418.5457300573 78.1406575382354 290.152230598032 -16.2560222462016 97.8488632597413 0.112912751105614 1.48715343391523 0.367493722192012
61978.9368246088 13.8571151055183 406.184496770147 -9.81982871730391 51.5914016723082 0.720947997225448 1.16618441841565 0.666348280338571
23808.4541694836 179.423509231842 678.345646042144 -17.0732317470178 99.5865229355399 -0.12901157643646 0.64946926003322 0.436906170868315
48307.2299842343 107.20595687116 238.24181639473 -13.1338431485452 36.8473233677718 0.34289092477411 1.16810894380324 0.788441276713274
23926.489595252 44.1311924004871 364.730057828128 -6.20282866268558 154.491442284165 0.382773739285767 0.377110251970589 0.486224579811096
54492.4251193624 78.9520879897386 788.85153818992 -14.9952581408566 19.2264772400395 0.851967865554616 1.58139046351425 0.359189017745666
38538.5389528856 43.5784603522776 157.693455767585 -11.4567444532149 21.4089962300207 0.170189049118198 1.53994360100478 0.367110009025782
70370.0444211651 96.4622020132876 534.566107068677 -3.85080383702176 24.7902348178086 0.306181292166002 1.26082487306558 0.408773919288069
40775.7475845313 50.7458124409254 589.380919382675 -14.5629606482346 49.2607237835673 0.272101102862507 1.6355205532629 0.74414728297852
38704.1907055122 24.9602200952232 505.44421172468 -17.3860593268791 98.4017573891045 0.627383408439346 1.08061398188584 0.779870788054541
57866.9775333004 15.2556226787079 807.404622089816 -4.30999659313254 35.7945565467849 -0.233458306849934 1.39651674311608 0.390950406272896
80083.4509419189 145.120228916788 98.7753955705557 -6.32524535439728 74.8811594680698 0.611713131493889 1.42039123540744 0.783454426750541
24261.0884012198 60.2896217539322 802.604040744482 -9.29036013333688 74.9612238260211 0.562519192672335 0.671142971748486 0.423415210284293
44864.5701080913 31.4106475744898 620.253200437874 -14.8299315845338 63.5441736346857 0.563026304589584 0.710697965789586 0.588564944639802
29054.2694248773 204.211824704558 390.378450345015 -15.320458441578 160.870034230399 0.349874764704146 0.616116160014644 0.357974980212748
68218.5509801726 86.2316014178092 178.989878826542 -7.42516090651506 3.84289794013659 0.0579321186291054 1.50791569631547 0.326295703020878
20253.7275105912 84.4048368580873 399.404555732617 -18.0976649228274 141.256367208968 0.185144315171056 1.31324638850056 0.52363255918026
93340.4329507065 136.210890997858 203.811910877703 -14.5420808805739 17.1046549752598 -0.16285565760918 0.51456723655574 0.446856383187696
80753.6274869048 192.427553154514 382.778693963774 -3.45767804688511 31.4662039893538 0.0314507677685469 1.49421078106388 0.499542924878187
72337.4153690452 45.5303827032899 676.481000571512 -13.2196339788827 74.1477905445446 -0.239779907511547 1.18532351073809 0.739239684259519
66933.2543385318 115.097843173928 102.532291096868 -18.5199682112879 119.343641596952 0.310490434220992 1.07763409325853 0.659145210240968
40509.5649546203 151.221794176056 307.409702972509 -0.891273931441624 32.7305286615555 0.121314979624003 0.361495507368818 0.792184732458554
57452.8226446055 83.4457712851037 692.59688748396 -17.1839628966234 24.5932519444678 -0.0270164679503068 0.691309387004003 0.300955356168561
94527.148796358 19.7765323960906 94.9488457432017 -4.87310376114573 36.3983113644685 0.678420609957539 1.13626586073078 0.546833220357075
63034.1205192058 133.342849240122 654.94535610429 -3.23262687691781 29.3191825072127 0.0170381860807538 1.6394293051213 0.480443972465582
90773.4964734865 0.560451002346604 781.413185943384 -18.5220429272122 139.255965251532 0.227199732861482 0.381822812696919 0.431937380298041
34081.5772263437 44.241459441434 557.385763175553 -2.91839736470779 121.098874091261 0.614416728634387 0.940456119226292 0.443190735718235
76638.4092156308 142.607629120924 71.4944772399031 -8.55970748950817 93.7355708034315 -0.151253638602793 0.871856655273586 0.609963164967485
28982.3583216593 181.905069859486 412.012972069206 -12.4865282681754 139.625607287221 -0.124817150342278 1.01300224126317 0.727607154008001
64387.9990456278 167.944406428677 598.877317276783 -12.7472885966777 26.0338719021745 0.979819842823781 0.355188139574602 0.578798322775401
52233.6739280104 28.3838438060091 85.9956718143076 -6.90174101063584 62.8523457415378 0.969804605306126 1.50820744973607 0.387140778778121
28983.9629428176 81.3991342058433 694.884506239323 -16.4362871513542 53.564344763585 0.686262365919538 0.665693850256503 0.390793289709836
61189.2917987985 165.587566266023 621.079479724867 -13.0191470606622 7.02098186957797 -0.260922678583302 0.944981383299455 0.381798811792396
98666.9005696874 145.524153480522 261.702919437084 -7.94842479964182 64.5234599759367 0.966472645732574 0.606355304922908 0.661517961020581
97450.5548526651 124.813553107481 620.7056887832 -4.66478613074241 116.186620616639 0.688351451256312 1.61023769360036 0.780161863961257
29965.9438071553 26.0451524893061 565.32894115313 -8.53349492038875 42.080032634033 0.853674650820903 1.29466583197936 0.758901499165222
35052.8825439123 116.584198484514 193.179286358645 -5.99620569118935 106.300178941925 -0.0114609629614278 0.859117659367621 0.512560928892344
106456.25720917 94.3984150066577 563.938768893713 -11.8977764242994 29.1233925982665 0.0516166039509699 0.692339089792222 0.55261707091704
67145.6327724313 160.904324408555 758.113753468497 -1.91370485342452 126.30038688787 0.489431532286108 1.28483105241321 0.691294473898597
101260.662786233 5.51947763981959 698.976194999414 -0.627414888872206 79.2206420582516 0.142258163611405 0.609493605326861 0.667130301194266
50647.144207404 41.0181938472383 646.899560230086 -4.53617398610944 11.911023942878 0.684060078626499 0.711082362756133 0.530132592027076
44228.8093627645 185.064009281565 575.952536793193 -18.5912983079679 126.030427794443 -0.202711361087859 1.54467642162926 0.599756161868572
71363.9884541424 23.093942571357 505.569988456555 -9.07604886902279 143.107861340508 0.857817600760609 0.999031496420503 0.778814484900795
16869.1238362265 203.396952887125 365.438546601217 -3.92178264099435 96.9549623547335 0.701641701557673 1.63344147093594 0.638901870069094
62079.1082741631 80.9162965895668 160.619343866128 -14.9519908885952 100.174010862845 0.847507962002419 1.38606774252839 0.506254122313112
26155.7396523888 180.309851928621 676.022525988519 -11.6177761368994 69.7967330988428 0.932108446792699 1.50807194109075 0.50771024771966
103953.224298987 186.35530312964 598.956751880469 -8.70727308731594 10.0063734530018 0.121206572721712 1.10503074671142 0.351678420742974
65142.9886449485 102.729651063407 652.302015093155 -4.94340128161536 106.786174225455 -0.0677423659712076 0.395128486631438 0.742258679424413
55861.0399574361 150.810556251422 78.6454208684154 -12.6050168083228 82.8442270630808 -0.105194925633259 1.02509078113362 0.793580276030116
43770.898985269 102.228702047182 194.995155032957 -12.7619553819449 128.547271268743 -0.150963478209451 1.55879267435521 0.595827268040739
95125.3535366671 207.629312501492 510.993481447222 -10.9193110770057 90.0943826070609 0.31266189084854 0.343079134449363 0.752313621877693
39633.7707415007 13.6351471741123 125.07592303562 -13.6683613448694 73.5631342665228 0.754683341272175 0.453471660567448 0.453768934775144
31478.8897676885 33.1428768632463 591.950376646128 -7.14654915908595 136.807926942239 0.826765156304464 1.18409006907605 0.637985994876362
18836.4009659345 164.931795966505 484.933236785 -18.0071181791035 110.771924749803 -0.215891132038087 0.959848617389798 0.667901114979759
19000.5155824059 113.877853360277 275.691892342875 -7.51115889979086 10.5119892659131 0.651543426816352 1.68629853734747 0.503756100265309
52314.6076960506 87.498280629277 357.082290471299 -11.0441195866301 22.4524588040114 0.964474476338364 1.37613132935949 0.715395723539405
27686.5582750768 209.76540104346 566.182485045865 -18.0067233231831 134.972398738749 0.104452356905676 1.38369037904777 0.602001742064022
23739.865926694 53.7211276613958 185.823852116009 -0.297912678545103 66.7034884147534 0.631300500803627 0.881444579223171 0.535156544367783
72992.335722546 106.673575943646 145.83391809254 -7.13776938964181 83.3551708742479 0.473762430041097 1.69592516678385 0.377445374452509
5614.69751852852 16.6207884477785 462.415951334406 -3.17982537161995 56.3742355855909 -0.243863094225526 0.916318297153339 0.301850670785643
75838.8350832569 170.877809843184 141.883329764241 -11.4163570744497 102.434792888031 0.28387793127913 1.6543322050944 0.763473585667089
38321.8067600523 80.2823364849799 134.59647351061 -1.0496558604496 95.0002884921853 0.530277271545492 1.06984543465078 0.77454870142974
44455.8056340873 168.466281405747 541.744230828481 -11.7647733856322 37.9173649999528 0.74087762539275 1.35345599232241 0.551312844688073
